,Day_Number,World,Job,Points,Rank,Name
0,4,Adamantoise,carpenter,500210,1,Yumi Umi
1,4,Adamantoise,carpenter,121546,2,Tristan Academe
2,4,Adamantoise,carpenter,117860,3,Qrow Dellos
3,4,Adamantoise,carpenter,100651,4,Yuki Yamagami
4,4,Adamantoise,carpenter,96876,5,Steel Massimo
5,4,Adamantoise,carpenter,39483,6,Ash Blossom
6,4,Adamantoise,carpenter,35428,7,Eryn Delacroix
7,4,Adamantoise,carpenter,32862,8,Emmzz Drakaina
8,4,Adamantoise,carpenter,30437,9,Selyne Shal'vi
9,4,Adamantoise,carpenter,27875,10,V'esper Din
10,4,Adamantoise,carpenter,25132,11,Star Eater
11,4,Adamantoise,carpenter,23625,12,Momo Hime
12,4,Adamantoise,carpenter,23146,13,Sylvia Ether
13,4,Adamantoise,carpenter,19047,14,Okie Doki
14,4,Adamantoise,carpenter,17840,15,Kay Kohna
15,4,Adamantoise,carpenter,15434,16,Raewyn Cinderfox
16,4,Adamantoise,carpenter,12461,17,Popoto Ropoto
17,4,Adamantoise,carpenter,10339,18,Gem'ovtheh Sephincees
18,4,Adamantoise,carpenter,9194,19,Xol Magdalena
19,4,Adamantoise,carpenter,8926,20,Airame D'gar
20,4,Adamantoise,carpenter,8557,21,Feyd Kynes
21,4,Adamantoise,carpenter,8499,22,Emet Selch
22,4,Adamantoise,carpenter,7933,23,Tanzie Ysahn
23,4,Adamantoise,carpenter,7899,24,Deam Nitrel
24,4,Adamantoise,carpenter,7624,25,Merillia Melia
25,4,Adamantoise,carpenter,7332,26,Mistress Violet
26,4,Adamantoise,carpenter,7164,27,Vaella Alrhine
27,4,Adamantoise,carpenter,6810,28,Iris Nyx
28,4,Adamantoise,carpenter,6450,29,Juvia Star
29,4,Adamantoise,carpenter,6303,30,Pesky Penguin
30,4,Adamantoise,carpenter,5982,31,Alyx Vance
31,4,Adamantoise,carpenter,5848,32,Miich'ara Ghesnei
32,4,Adamantoise,carpenter,5821,33,Cirrus Aeltir
33,4,Adamantoise,carpenter,5482,34,Spats Leronde
34,4,Adamantoise,carpenter,5277,35,Isla Gaia
35,4,Adamantoise,carpenter,4796,36,Eva Nite
36,4,Adamantoise,carpenter,4645,37,Vic Thorn
37,4,Adamantoise,carpenter,4500,38,Antoon Khadaji
38,4,Adamantoise,carpenter,4427,39,Keki Kim
39,4,Adamantoise,carpenter,4401,40,Kitai Miradell
40,4,Adamantoise,carpenter,4231,41,Ahop Jones
41,4,Adamantoise,carpenter,4043,42,Chase Hayun
42,4,Adamantoise,carpenter,3944,43,Kanade Tachibana
43,4,Adamantoise,carpenter,3795,44,Akira Sendoh
44,4,Adamantoise,carpenter,3552,45,I'm Elehex
45,4,Adamantoise,carpenter,3515,46,Elora Day
46,4,Adamantoise,carpenter,3496,47,Gypsy Kissu
47,4,Adamantoise,carpenter,3386,48,Imya Jomfru
48,4,Adamantoise,carpenter,3325,49,Miyuki Sawashiro
49,4,Adamantoise,carpenter,3300,50,Setsumi Kanzan
50,4,Adamantoise,carpenter,3274,51,Mylittle Loli
51,4,Adamantoise,carpenter,3198,52,Exio Astalos
52,4,Adamantoise,carpenter,3195,53,Sable Aethera
53,4,Adamantoise,carpenter,3094,54,Cybil Arc
54,4,Adamantoise,carpenter,3069,55,Rakishi Demavero
55,4,Adamantoise,carpenter,3038,56,Perri Starwing
56,4,Adamantoise,carpenter,3000,57,Aoki Kazushige
57,4,Adamantoise,carpenter,2984,58,Temkku Teigm
58,4,Adamantoise,carpenter,2962,59,Chairman Na-mao-zu
59,4,Adamantoise,carpenter,2936,60,Maken Bookah
60,4,Adamantoise,carpenter,2925,61,Issie Verity
61,4,Adamantoise,carpenter,2914,62,Dora Weables
62,4,Adamantoise,carpenter,2850,63,Sephy Jenova
63,4,Adamantoise,carpenter,2819,64,Milk Bone
64,4,Adamantoise,carpenter,2678,65,Hikari Kawa
65,4,Adamantoise,carpenter,2667,66,Vela Vim
66,4,Adamantoise,carpenter,2657,67,Tierra Qestir
67,4,Adamantoise,carpenter,2655,68,Ilaena Lockhart
68,4,Adamantoise,carpenter,2604,69,Duke Onkled
69,4,Adamantoise,carpenter,2531,70,Luna Crescent
70,4,Adamantoise,carpenter,2522,71,Emrys Penn
71,4,Adamantoise,carpenter,2499,72,Est Sylphiette
72,4,Adamantoise,carpenter,2474,73,Demona Deathbane
73,4,Adamantoise,carpenter,2467,74,Mori Summer
74,4,Adamantoise,carpenter,2416,75,Ludovic Aestron
75,4,Adamantoise,carpenter,2391,76,Death Dealer
76,4,Adamantoise,carpenter,2382,77,Trianna Sunstriker
77,4,Adamantoise,carpenter,2325,78,Junsuina Renault
78,4,Adamantoise,carpenter,2301,79,Psyh Phyh
79,4,Adamantoise,carpenter,2223,80,Broon Lemoon
80,4,Adamantoise,carpenter,2190,81,Taliana Mewrilah
81,4,Adamantoise,carpenter,2185,82,Johanna Kujo
82,4,Adamantoise,carpenter,2185,83,Mira Verescu
83,4,Adamantoise,carpenter,2184,84,Ealyana Stormfel
84,4,Adamantoise,carpenter,2160,85,Jinn Shikhye
85,4,Adamantoise,carpenter,2155,86,S'kalkaya Phey
86,4,Adamantoise,carpenter,2126,87,Jaques Strapp
87,4,Adamantoise,carpenter,2087,88,Junji Ito
88,4,Adamantoise,carpenter,1908,89,Calista Sterling
89,4,Adamantoise,carpenter,1710,90,Loli-cious Dorrito
90,4,Adamantoise,carpenter,1674,91,Denryk Hunt
91,4,Adamantoise,carpenter,1646,92,Irateus Te'urden
92,4,Adamantoise,carpenter,1645,93,Kotetsu Redwood
93,4,Adamantoise,carpenter,1499,94,Myangazuu Dazkar
94,4,Adamantoise,carpenter,1496,95,Oliver Thorne
95,4,Adamantoise,carpenter,1490,96,Raphtalia Solari
96,4,Adamantoise,carpenter,1490,97,Snowy Devotion
97,4,Adamantoise,carpenter,1465,98,Nekone Minase
98,4,Adamantoise,carpenter,1440,99,Lost Rabbit
99,4,Adamantoise,carpenter,1412,100,Raz Mataz
100,4,Adamantoise,blacksmith,553281,1,Meow Gotti
101,4,Adamantoise,blacksmith,380801,2,Astro Ashfell
102,4,Adamantoise,blacksmith,267287,3,Cecilia Glover
103,4,Adamantoise,blacksmith,233123,4,Cool Hotsman
104,4,Adamantoise,blacksmith,152385,5,Super Sombrero
105,4,Adamantoise,blacksmith,150492,6,Brazen Horn
106,4,Adamantoise,blacksmith,145827,7,Lucrezia Noin
107,4,Adamantoise,blacksmith,78152,8,Hagrid Potter
108,4,Adamantoise,blacksmith,75130,9,Alicia O'ren
109,4,Adamantoise,blacksmith,75015,10,D'waytle Jonah
110,4,Adamantoise,blacksmith,66417,11,Dradoc Slater
111,4,Adamantoise,blacksmith,46775,12,Kazan Kioni
112,4,Adamantoise,blacksmith,38223,13,Houoin Kyouma
113,4,Adamantoise,blacksmith,29827,14,Eliza Fhey
114,4,Adamantoise,blacksmith,27660,15,Exio Astalos
115,4,Adamantoise,blacksmith,24326,16,Sieg Warheit
116,4,Adamantoise,blacksmith,21943,17,Saphiria Nachthexen
117,4,Adamantoise,blacksmith,20757,18,Jason Amberscar
118,4,Adamantoise,blacksmith,20067,19,Perseus Xerxes
119,4,Adamantoise,blacksmith,18425,20,Rarity Silver
120,4,Adamantoise,blacksmith,17013,21,Shiba Sigmon
121,4,Adamantoise,blacksmith,16878,22,Cirrus Aeltir
122,4,Adamantoise,blacksmith,16693,23,Daisuke Sun
123,4,Adamantoise,blacksmith,15924,24,Dod Vanvidd
124,4,Adamantoise,blacksmith,15203,25,Castor Westmoore
125,4,Adamantoise,blacksmith,13997,26,Travil Wolfsblood
126,4,Adamantoise,blacksmith,11609,27,Noelle Lunea
127,4,Adamantoise,blacksmith,11169,28,Indignation Judgement
128,4,Adamantoise,blacksmith,10512,29,Paris Comandante
129,4,Adamantoise,blacksmith,10502,30,Aerin Celeste
130,4,Adamantoise,blacksmith,10320,31,Ren Kaidou
131,4,Adamantoise,blacksmith,10111,32,Davina Hatake
132,4,Adamantoise,blacksmith,9519,33,Deam Nitrel
133,4,Adamantoise,blacksmith,9430,34,Waring Bastred
134,4,Adamantoise,blacksmith,9048,35,Moku Timestar
135,4,Adamantoise,blacksmith,8448,36,Ziali Elspeth
136,4,Adamantoise,blacksmith,8364,37,Siatri Ailin
137,4,Adamantoise,blacksmith,7617,38,Spahm Cahnon
138,4,Adamantoise,blacksmith,6829,39,Serif Spiegel
139,4,Adamantoise,blacksmith,5784,40,Asuka Von
140,4,Adamantoise,blacksmith,5700,41,Selard Monter
141,4,Adamantoise,blacksmith,5585,42,Hobbs Hobbs
142,4,Adamantoise,blacksmith,5172,43,Maaku Kami
143,4,Adamantoise,blacksmith,4920,44,Kate Loveheart
144,4,Adamantoise,blacksmith,4549,45,Vigil Strayed
145,4,Adamantoise,blacksmith,4500,46,Arimotas Xenria
146,4,Adamantoise,blacksmith,4413,47,Ace Hatake
147,4,Adamantoise,blacksmith,4375,48,Hype Man
148,4,Adamantoise,blacksmith,4347,49,Professor Light
149,4,Adamantoise,blacksmith,4137,50,Imya Jomfru
150,4,Adamantoise,blacksmith,4039,51,Kaysera Emeraldsong
151,4,Adamantoise,blacksmith,3960,52,Myethox Firebrand
152,4,Adamantoise,blacksmith,3926,53,Tera Kaere
153,4,Adamantoise,blacksmith,3587,54,Xerelia Shoken
154,4,Adamantoise,blacksmith,3559,55,X'marsu Glacierfall
155,4,Adamantoise,blacksmith,3538,56,Dhebii Lanbatal
156,4,Adamantoise,blacksmith,3497,57,Lothar Pendragon
157,4,Adamantoise,blacksmith,3349,58,Chiyeko Akakokei
158,4,Adamantoise,blacksmith,3325,59,Est Sylphiette
159,4,Adamantoise,blacksmith,3286,60,Hannaliy Sho
160,4,Adamantoise,blacksmith,3225,61,Marin Soriel
161,4,Adamantoise,blacksmith,3216,62,Aoki Kazushige
162,4,Adamantoise,blacksmith,3173,63,Elend Venture
163,4,Adamantoise,blacksmith,2976,64,Roland Magne
164,4,Adamantoise,blacksmith,2700,65,Gervantes Cervantes
165,4,Adamantoise,blacksmith,2655,66,Tierra Qestir
166,4,Adamantoise,blacksmith,2633,67,Thad Notagi
167,4,Adamantoise,blacksmith,2550,68,Dis Oleman
168,4,Adamantoise,blacksmith,2492,69,Dee Socialize
169,4,Adamantoise,blacksmith,2487,70,Lif Harvestmann
170,4,Adamantoise,blacksmith,2415,71,Huynh Etros
171,4,Adamantoise,blacksmith,2362,72,Gungnir Strongarm
172,4,Adamantoise,blacksmith,2341,73,Kitty Kanna
173,4,Adamantoise,blacksmith,2248,74,Ashyr Rhynn
174,4,Adamantoise,blacksmith,2167,75,Alystia Leonhart
175,4,Adamantoise,blacksmith,2127,76,Sapphear Windstride
176,4,Adamantoise,blacksmith,2081,77,Zephyr Vonpiers
177,4,Adamantoise,blacksmith,2080,78,Soose Abuse
178,4,Adamantoise,blacksmith,2008,79,Michael Deschain
179,4,Adamantoise,blacksmith,1960,80,Lumi Senpai
180,4,Adamantoise,blacksmith,1949,81,Faye Alianna
181,4,Adamantoise,blacksmith,1928,82,Qih Mewrilah
182,4,Adamantoise,blacksmith,1879,83,Lykas Leonhart
183,4,Adamantoise,blacksmith,1872,84,O'da Reimi
184,4,Adamantoise,blacksmith,1867,85,Irena Runja
185,4,Adamantoise,blacksmith,1800,86,Rayn Nomura
186,4,Adamantoise,blacksmith,1770,87,Isato Ruinbringer
187,4,Adamantoise,blacksmith,1753,88,Zeni Vulpine
188,4,Adamantoise,blacksmith,1737,89,Yukinoshiita Yukino
189,4,Adamantoise,blacksmith,1714,90,Arjuna Hugemeat
190,4,Adamantoise,blacksmith,1652,91,Mistral Taiyou
191,4,Adamantoise,blacksmith,1645,92,Merna Iluvu
192,4,Adamantoise,blacksmith,1606,93,Eryn Delacroix
193,4,Adamantoise,blacksmith,1593,94,Kay Rhmily
194,4,Adamantoise,blacksmith,1589,95,Eohric Stonefist
195,4,Adamantoise,blacksmith,1570,96,Roa Healbot
196,4,Adamantoise,blacksmith,1557,97,Nirrado Sungrave
197,4,Adamantoise,blacksmith,1502,98,Titica Tica
198,4,Adamantoise,blacksmith,1500,99,Vngsursh Nachthexen
199,4,Adamantoise,blacksmith,1500,100,Zeke Zippo
200,4,Adamantoise,armorer,138031,1,Bromel Beowulf
201,4,Adamantoise,armorer,115402,2,Crum Sy
202,4,Adamantoise,armorer,96082,3,Acadiel Tirias
203,4,Adamantoise,armorer,78699,4,Lumi Senpai
204,4,Adamantoise,armorer,72801,5,Enuma Elish
205,4,Adamantoise,armorer,65735,6,Leonard Hammerfell
206,4,Adamantoise,armorer,50812,7,Little Monster
207,4,Adamantoise,armorer,47618,8,Stillington Arutaru
208,4,Adamantoise,armorer,45923,9,Siiegfrida Bellamore
209,4,Adamantoise,armorer,44758,10,Meow Gotti
210,4,Adamantoise,armorer,39088,11,Pywo Dwagon
211,4,Adamantoise,armorer,33109,12,Ashyr Rhynn
212,4,Adamantoise,armorer,20558,13,Cirrus Aeltir
213,4,Adamantoise,armorer,18309,14,Ica Kujo
